zip,latitude,longitude,city,state,population,area,density,time_zone
60638,41.7815,-87.7706,Chicago,IL,58797,11.8670,4954.65,America/Chicago
60639,41.9206,-87.7560,Chicago,IL,90517,4.8835,18535.26,America/Chicago
60640,41.9724,-87.6635,Chicago,IL,69715,2.5561,27274.14,America/Chicago
60641,41.9466,-87.7468,Chicago,IL,71023,4.0056,17730.81,America/Chicago
60642,41.9016,-87.6580,Chicago,IL,20201,1.8070,11179.43,America/Chicago
60643,41.6996,-87.6628,Chicago,IL,49870,7.3352,6798.72,America/Chicago
60644,41.8802,-87.7575,Chicago,IL,47712,3.4363,13884.67,America/Chicago
60645,42.0085,-87.6948,Chicago,IL,47732,2.3801,20054.55,America/Chicago
60646,41.9930,-87.7596,Chicago,IL,27987,4.7080,5944.54,America/Chicago
60647,41.9207,-87.7017,Chicago,IL,87509,4.0295,21717.06,America/Chicago
60649,41.7630,-87.5703,Chicago,IL,46024,2.8899,15925.58,America/Chicago
60651,41.9021,-87.7410,Chicago,IL,63218,3.4383,18386.59,America/Chicago
60652,41.7480,-87.7148,Chicago,IL,43907,5.3756,8167.79,America/Chicago
60653,41.8193,-87.6101,Chicago,IL,31972,2.4936,12821.74,America/Chicago
60654,41.8923,-87.6373,Chicago,IL,19135,0.7275,26301.08,America/Chicago
60655,41.6948,-87.7038,Chicago,IL,28804,4.4439,6481.71,America/Chicago
60656,41.9742,-87.8269,Chicago,IL,27579,3.2644,8448.29,America/Chicago
60657,41.9400,-87.6537,Chicago,IL,70052,2.4132,29028.34,America/Chicago
60659,41.9911,-87.7042,Chicago,IL,41068,2.1852,18794.00,America/Chicago
60660,41.9911,-87.6660,Chicago,IL,43242,1.3047,33143.57,America/Chicago
60661,41.8831,-87.6440,Chicago,IL,9926,0.3787,26211.99,America/Chicago
60706,41.9643,-87.8162,Harwood Heights,IL,23301,2.9790,7821.77,America/Chicago
60707,41.9218,-87.8072,Elmwood Park,IL,43019,3.6162,11896.08,America/Chicago
60712,42.0055,-87.7333,Lincolnwood,IL,12539,2.6490,4733.46,America/Chicago
60714,42.0281,-87.8110,Niles,IL,29743,6.3216,4704.97,America/Chicago
60803,41.6721,-87.7357,Alsip,IL,22390,7.6132,2940.93,America/Chicago
60804,41.8378,-87.7601,Cicero,IL,83147,7.5250,11049.41,America/Chicago
60805,41.7220,-87.7024,Evergreen Park,IL,19666,3.3761,5825.14,America/Chicago
60827,41.6496,-87.6302,Riverdale,IL,28577,7.1731,3983.92,America/Chicago
60901,41.1108,-87.8981,Kankakee,IL,35509,91.5227,387.98,America/Chicago
60910,41.0788,-87.8086,Aroma Park,IL,671,0.6255,1072.77,America/Chicago
60911,40.8780,-87.9802,Ashkum,IL,1308,60.8460,21.50,America/Chicago
60913,41.1470,-88.0618,Bonfield,IL,1409,40.0013,35.22,America/Chicago
60914,41.1867,-87.8620,Bourbonnais,IL,29969,50.2436,596.47,America/Chicago
60915,41.1468,-87.8611,Bradley,IL,10121,2.9791,3397.29,America/Chicago
60919,40.9875,-88.2383,Cabery,IL,481,29.9540,16.06,America/Chicago
60921,40.7377,-88.2879,Chatsworth,IL,1517,71.4289,21.24,America/Chicago
60922,41.0041,-87.9187,Chebanse,IL,2389,51.5306,46.36,America/Chicago
60924,40.5578,-87.8853,Cissna Park,IL,1485,65.9036,22.53,America/Chicago
60927,40.9393,-87.9680,Clifton,IL,2106,64.5342,32.63,America/Chicago
60928,40.7417,-87.8490,Crescent City,IL,775,12.0657,64.23,America/Chicago
60929,40.8750,-88.2892,Cullom,IL,803,43.0611,18.65,America/Chicago
60930,40.8299,-88.0026,Danforth,IL,925,44.6430,20.72,America/Chicago
60931,40.8904,-87.5852,Donovan,IL,537,39.8725,13.47,America/Chicago
60933,40.4647,-88.2719,Elliott,IL,312,2.0914,149.18,America/Chicago
60918,40.5962,-88.0305,Buckley,IL,777,44.1178,17.61,America/Chicago
60917,41.0441,-88.1873,Buckingham,IL,529,34.0413,15.54,America/Chicago
60920,41.0293,-88.3050,Campus,IL,199,2.2016,90.39,America/Chicago
60935,41.1730,-88.1761,Essex,IL,1210,21.5292,56.20,America/Chicago
60936,40.4668,-88.3571,Gibson City,IL,4103,96.0107,42.73,America/Chicago
60938,40.7733,-87.9887,Gilman,IL,1959,46.9797,41.70,America/Chicago
60940,41.2506,-87.6428,Grant Park,IL,3433,77.0633,44.55,America/Chicago
60941,41.0420,-88.0821,Herscher,IL,2180,56.1135,38.85,America/Chicago
60942,40.4656,-87.6609,Hoopeston,IL,5871,109.5075,53.61,America/Chicago
60948,40.5255,-88.0820,Loda,IL,1496,46.2087,32.37,America/Chicago
60949,40.3822,-88.1029,Ludlow,IL,535,21.2953,25.12,America/Chicago
60950,41.2512,-87.8845,Manteno,IL,11803,74.1002,159.28,America/Chicago
60951,40.9214,-87.7511,Martinton,IL,825,45.5049,18.13,America/Chicago
60952,40.5645,-88.2528,Melvin,IL,686,41.3853,16.58,America/Chicago
60953,40.6299,-87.6881,Milford,IL,2449,147.7443,16.58,America/Chicago
60954,41.1534,-87.6290,Momence,IL,5846,63.5818,91.94,America/Chicago
60955,40.6974,-87.9766,Onarga,IL,1614,74.1867,21.76,America/Chicago
60945,40.8281,-87.5841,Iroquois,IL,175,0.6054,289.04,America/Chicago
60957,40.4430,-88.1363,Paxton,IL,5288,94.0879,56.20,America/Chicago
60958,41.0649,-87.5914,Pembroke Township,IL,1784,43.5953,40.92,America/Chicago
60959,40.7897,-88.1820,Piper City,IL,1060,54.5691,19.42,America/Chicago
60960,40.4387,-87.8900,Rankin,IL,1092,86.0456,12.69,America/Chicago
60961,41.1065,-88.2308,Reddick,IL,725,38.3457,18.91,America/Chicago
60962,40.6228,-88.1845,Roberts,IL,645,49.8072,12.95,America/Chicago
60963,40.3667,-87.6485,Rossville,IL,1895,81.2959,23.31,America/Chicago
60964,41.0355,-87.7383,Saint Anne,IL,5070,76.4663,66.30,America/Chicago
60966,40.7515,-87.5832,Sheldon,IL,1626,64.0614,25.38,America/Chicago
60968,40.6724,-88.1207,Thawville,IL,335,33.1652,10.10,America/Chicago
60970,40.7933,-87.7384,Watseka,IL,6948,125.3569,55.43,America/Chicago
60973,40.5417,-87.6631,Wellington,IL,411,36.9042,11.14,America/Chicago
60974,40.7189,-87.7340,Woodland,IL,294,1.4296,205.65,America/Chicago
61001,42.4609,-90.1246,Apple River,IL,1042,34.3862,30.30,America/Chicago
61006,41.8606,-89.2095,Ashton,IL,1905,75.0535,25.38,America/Chicago
61419,41.1998,-90.1175,Bishop Hill,IL,114,0.4688,243.20,America/Chicago
61007,42.1977,-89.5895,Baileyville,IL,507,25.4226,19.94,America/Chicago
61008,42.2451,-88.8407,Belvidere,IL,34292,86.3117,397.30,America/Chicago
61010,42.1357,-89.2679,Byron,IL,7805,37.7635,206.68,America/Chicago
61011,42.3896,-88.9129,Caledonia,IL,2326,30.1367,77.18,America/Chicago
61012,42.4075,-88.7545,Capron,IL,2432,40.4741,60.09,America/Chicago
61013,42.3745,-89.6372,Cedarville,IL,504,0.3261,1545.71,America/Chicago
61014,41.9747,-89.8845,Chadwick,IL,1289,71.0979,18.13,America/Chicago
61016,42.1981,-88.9472,Cherry Valley,IL,4962,28.9402,171.46,America/Chicago
61018,42.4153,-89.5552,Dakota,IL,1002,29.9902,33.41,America/Chicago
61019,42.4415,-89.4101,Davis,IL,3244,33.0479,98.16,America/Chicago
61020,42.1102,-89.0982,Davis Junction,IL,3131,31.8128,98.42,America/Chicago
61021,41.8297,-89.4791,Dixon,IL,23031,145.2993,158.51,America/Chicago
61024,42.4365,-89.2905,Durand,IL,2534,60.3940,41.96,America/Chicago
61025,42.4713,-90.5602,East Dubuque,IL,4645,33.2119,139.86,America/Chicago
61028,42.2918,-90.1695,Elizabeth,IL,2051,109.9854,18.65,America/Chicago
61015,41.9930,-89.2020,Chana,IL,1107,48.0241,23.05,America/Chicago
61030,42.1151,-89.5889,Forreston,IL,2302,62.1543,37.04,America/Chicago
61031,41.8308,-89.3131,Franklin Grove,IL,1541,43.1147,35.74,America/Chicago
61032,42.3164,-89.6353,Freeport,IL,29896,139.7446,213.93,America/Chicago
61036,42.4152,-90.3912,Galena,IL,6620,103.0643,64.23,America/Chicago
61039,42.2089,-89.4676,German Valley,IL,1012,35.2014,28.75,America/Chicago
61041,42.2761,-90.3016,Hanover,IL,959,43.0549,22.27,America/Chicago
61046,42.1044,-89.8137,Lanark,IL,2451,71.1531,34.45,America/Chicago
61047,42.1531,-89.3959,Leaf River,IL,1839,71.7214,25.64,America/Chicago
61048,42.3835,-89.8355,Lena,IL,3876,74.0857,52.32,America/Chicago
61051,41.9828,-89.7549,Milledgeville,IL,1688,57.6761,29.27,America/Chicago
61052,42.1114,-88.9996,Monroe Center,IL,821,19.6888,41.70,America/Chicago
61043,42.0564,-89.1052,Holcomb,IL,76,1.0949,69.41,America/Chicago
61042,41.6876,-89.5637,Harmon,IL,605,75.3522,8.03,America/Chicago
61038,42.2635,-88.7357,Garden Prairie,IL,1149,36.0676,31.86,America/Chicago
61053,42.1143,-89.9822,Mount Carroll,IL,2612,100.8498,25.90,America/Chicago
61054,42.0549,-89.4495,Mount Morris,IL,3674,36.7497,99.97,America/Chicago
61060,42.4781,-89.6219,Orangeville,IL,1425,35.9605,39.63,America/Chicago
61061,42.0003,-89.3398,Oregon,IL,6382,95.5079,66.82,America/Chicago
61062,42.2528,-89.8413,Pearl City,IL,1803,66.9367,26.94,America/Chicago
61063,42.3122,-89.3473,Pecatonica,IL,4260,78.6983,54.13,America/Chicago
61064,41.9878,-89.5824,Polo,IL,3640,99.6746,36.52,America/Chicago
61065,42.4075,-88.8275,Poplar Grove,IL,10360,47.4498,218.34,America/Chicago
61068,41.9485,-89.0644,Rochelle,IL,14289,113.0535,126.39,America/Chicago
61070,42.4169,-89.4731,Rock City,IL,1503,46.0565,32.63,America/Chicago
61071,41.7270,-89.7045,Rock Falls,IL,13997,69.1968,202.28,America/Chicago
61072,42.4469,-89.1411,Rockton,IL,11565,51.5025,224.55,America/Chicago
61073,42.4247,-88.9936,Roscoe,IL,19165,26.1287,733.48,America/Chicago
61067,42.3045,-89.4775,Ridott,IL,752,27.9181,26.94,America/Chicago
61074,42.1256,-90.1298,Savanna,IL,4188,70.3041,59.57,America/Chicago
61075,42.4644,-90.2590,Scales Mound,IL,992,52.4676,18.91,America/Chicago
61078,42.1660,-89.7291,Shannon,IL,1253,52.5854,23.83,America/Chicago
61080,42.4797,-88.9872,South Beloit,IL,10440,24.7143,422.43,America/Chicago
61081,41.8439,-89.7354,Sterling,IL,21129,118.9205,177.67,America/Chicago
61084,42.1185,-89.1887,Stillman Valley,IL,3085,33.7429,91.43,America/Chicago
61085,42.3419,-90.0322,Stockton,IL,3629,136.0354,26.68,America/Chicago
61087,42.4802,-89.9926,Warren,IL,1493,26.5645,56.20,America/Chicago
61088,42.2689,-89.2557,Winnebago,IL,6052,55.3718,109.30,America/Chicago
61089,42.4734,-89.8194,Winslow,IL,728,36.0362,20.20,America/Chicago
61101,42.3375,-89.1485,Rockford,IL,19546,37.6961,518.52,America/Chicago
61102,42.2296,-89.1573,Rockford,IL,17760,29.7750,596.47,America/Chicago
61103,42.3463,-89.0823,Rockford,IL,23964,16.8381,1423.20,America/Chicago
61104,42.2519,-89.0790,Rockford,IL,19454,4.5536,4272.19,America/Chicago
61079,42.4393,-89.2076,Shirland,IL,170,1.5970,106.45,America/Chicago
61107,42.2836,-89.0033,Rockford,IL,30905,15.0549,2052.83,America/Chicago
61108,42.2548,-89.0039,Rockford,IL,27819,10.3657,2683.75,America/Chicago
61109,42.1926,-89.0535,Rockford,IL,27224,37.1291,733.23,America/Chicago
61111,42.3354,-89.0037,Loves Park,IL,23837,14.4528,1649.31,America/Chicago
61114,42.3084,-88.9910,Rockford,IL,15591,7.8607,1983.41,America/Chicago
61115,42.3639,-89.0287,Machesney Park,IL,22574,10.3465,2181.81,America/Chicago
61201,41.4778,-90.5768,Rock Island,IL,38385,17.5536,2186.73,America/Chicago
61230,41.7391,-90.2141,Albany,IL,1121,17.1075,65.53,America/Chicago
61231,41.2097,-90.7247,Aledo,IL,5213,138.8103,37.55,America/Chicago
61234,41.4208,-89.9183,Annawan,IL,1267,58.2371,21.76,America/Chicago
61235,41.3997,-90.0235,Atkinson,IL,1519,56.9407,26.68,America/Chicago
61238,41.2877,-90.1739,Cambridge,IL,3534,112.7673,31.34,America/Chicago
61239,41.4860,-90.3876,Carbon Cliff,IL,1239,1.7061,726.23,America/Chicago
61240,41.4255,-90.4297,Coal Valley,IL,6138,38.5349,159.28,America/Chicago
61241,41.4885,-90.3210,Colona,IL,6827,17.2961,394.71,America/Chicago
61232,41.4307,-90.7325,Andalusia,IL,1229,2.7100,453.51,America/Chicago
61242,41.7036,-90.2786,Cordova,IL,1208,33.0788,36.52,America/Chicago
61244,41.5234,-90.3947,East Moline,IL,23679,25.7826,918.41,America/Chicago
61250,41.6589,-90.1031,Erie,IL,2502,78.5388,31.86,America/Chicago
61252,41.8432,-90.1180,Fulton,IL,5341,57.9261,92.20,America/Chicago
61254,41.4686,-90.1509,Geneseo,IL,11004,166.6144,66.04,America/Chicago
61256,41.5592,-90.4015,Hampton,IL,1962,1.4215,1380.21,America/Chicago
61260,41.2463,-90.8830,Joy,IL,1062,73.2215,14.50,America/Chicago
61262,41.2805,-90.3568,Lynn Center,IL,1123,40.5227,27.71,America/Chicago
61263,41.2588,-90.6048,Matherville,IL,743,0.4231,1756.27,America/Chicago
61264,41.3968,-90.5917,Milan,IL,10621,72.1970,147.11,America/Chicago
61265,41.4820,-90.4902,Moline,IL,43706,18.3165,2386.16,America/Chicago
61258,41.5219,-89.9140,Hooppole,IL,236,0.4274,552.19,America/Chicago
61259,41.3882,-90.9316,Illinois City,IL,1283,77.4014,16.58,America/Chicago
61251,41.7306,-90.0758,Fenton,IL,337,17.3488,19.42,America/Chicago
61270,41.8297,-89.9664,Morrison,IL,7007,145.4525,48.17,America/Chicago
61272,41.2466,-91.0057,New Boston,IL,1198,72.2735,16.58,America/Chicago
61273,41.3629,-90.3989,Orion,IL,3243,45.6981,70.97,America/Chicago
61275,41.5998,-90.2984,Port Byron,IL,4750,36.6797,129.50,America/Chicago
61277,41.6067,-89.9317,Prophetstown,IL,3245,122.8334,26.42,America/Chicago
61281,41.2969,-90.5198,Sherrard,IL,2394,35.5511,67.34,America/Chicago
61282,41.4956,-90.4130,Silvis,IL,7820,3.3315,2347.31,America/Chicago
61283,41.5919,-89.7866,Tampico,IL,1742,88.4986,19.68,America/Chicago
61285,41.9781,-90.0595,Thomson,IL,1627,39.5087,41.18,America/Chicago
61301,41.3948,-89.0804,La Salle,IL,10088,37.9260,265.99,America/Chicago
61310,41.7000,-89.3500,Amboy,IL,3748,101.1965,37.04,America/Chicago
61278,41.5821,-90.3367,Rapids City,IL,479,1.1728,408.44,America/Chicago
61279,41.3205,-90.7268,Reynolds,IL,870,34.9905,24.86,America/Chicago
61312,41.4357,-89.2329,Arlington,IL,511,37.9419,13.47,America/Chicago
61314,41.2961,-89.6742,Buda,IL,885,51.0000,17.35,America/Chicago
61317,41.4315,-89.2089,Cherry,IL,479,3.0519,156.95,America/Chicago
61318,41.7121,-89.0797,Compton,IL,845,41.8277,20.20,America/Chicago
61319,41.0185,-88.7435,Cornell,IL,1434,54.8188,26.16,America/Chicago
61320,41.3547,-89.1705,Dalzell,IL,724,0.9531,759.64,America/Chicago
61322,41.3191,-89.3075,Depue,IL,1454,3.4826,417.51,America/Chicago
61325,41.2369,-88.8064,Grand Ridge,IL,970,45.6730,21.24,America/Chicago
61326,41.2539,-89.2243,Granville,IL,2297,46.1915,49.73,America/Chicago
61327,41.2268,-89.3094,Hennepin,IL,1326,36.8325,36.00,America/Chicago
61315,41.2877,-89.3642,Bureau,IL,213,0.9518,223.78,America/Chicago
61316,41.2591,-89.1250,Cedar Point,IL,299,1.6780,178.19,America/Chicago
61313,41.0737,-88.6687,Blackstone,IL,209,31.0367,6.73,America/Chicago
61329,41.3804,-89.1974,Ladd,IL,1185,1.6230,730.12,America/Chicago
61330,41.5379,-89.2748,La Moille,IL,1437,74.9768,19.17,America/Chicago
61334,41.1451,-89.0985,Lostant,IL,732,36.7048,19.94,America/Chicago
61335,41.1635,-89.2247,Mc Nabb,IL,441,17.3746,25.38,America/Chicago
61336,41.1071,-89.2200,Magnolia,IL,569,35.4342,16.06,America/Chicago
61337,41.4364,-89.3284,Malden,IL,393,5.4582,72.00,America/Chicago
61338,41.4588,-89.6761,Manlius,IL,257,0.5125,501.42,America/Chicago
61340,41.2612,-89.2501,Mark,IL,245,0.4290,571.09,America/Chicago
61341,41.3407,-88.6925,Marseilles,IL,7999,88.2409,90.65,America/Chicago
61342,41.5406,-89.0906,Mendota,IL,8763,99.8057,87.80,America/Chicago
61344,41.4116,-89.8316,Mineral,IL,376,24.6058,15.28,America/Chicago
61345,41.2800,-89.7899,Neponset,IL,835,48.1187,17.35,America/Chicago
61348,41.2816,-89.0379,Oglesby,IL,4483,36.3633,123.28,America/Chicago
61332,41.1888,-88.9888,Leonore,IL,77,0.2923,263.40,America/Chicago
61349,41.5505,-89.4450,Ohio,IL,863,58.4572,14.76,America/Chicago
61350,41.3726,-88.8634,Ottawa,IL,23835,151.1123,157.73,America/Chicago
61353,41.6965,-88.9951,Paw Paw,IL,1201,28.6240,41.96,America/Chicago
61354,41.3279,-89.1428,Peru,IL,10589,41.2556,256.67,America/Chicago
61356,41.3935,-89.4382,Princeton,IL,10680,168.3090,63.45,America/Chicago
61361,41.4115,-89.7638,Sheffield,IL,1117,67.3869,16.58,America/Chicago
61362,41.3547,-89.2291,Spring Valley,IL,5585,23.5670,236.98,America/Chicago
61364,41.1284,-88.8421,Streator,IL,19054,137.2535,138.82,America/Chicago
61367,41.6268,-89.2654,Sublette,IL,739,39.6291,18.65,America/Chicago
61368,41.2631,-89.5230,Tiskilwa,IL,1428,70.6864,20.20,America/Chicago
61369,40.9841,-89.1551,Toluca,IL,1656,44.4017,37.30,America/Chicago
61370,41.2050,-89.0316,Tonica,IL,1393,50.2654,27.71,America/Chicago
61372,41.4649,-89.0780,Troy Grove,IL,161,0.2863,562.29,America/Chicago
61373,41.3990,-88.9984,Utica,IL,2134,50.8606,41.96,America/Chicago
61375,41.0353,-89.2504,Varna,IL,1157,48.0344,24.09,America/Chicago
61376,41.5394,-89.6092,Walnut,IL,2118,89.8642,23.57,America/Chicago
61377,41.0600,-89.0365,Wenona,IL,1421,53.2671,26.68,America/Chicago
61379,41.3920,-89.6162,Wyanet,IL,1488,45.2378,32.89,America/Chicago
61401,40.9447,-90.3847,Galesburg,IL,33685,110.7823,304.06,America/Chicago
61410,40.7980,-90.3956,Abingdon,IL,3892,40.9457,95.05,America/Chicago
61412,41.0697,-90.5788,Alexis,IL,1467,83.2958,17.61,America/Chicago
61413,41.1905,-90.3736,Alpha,IL,906,26.7029,33.93,America/Chicago
61414,41.1247,-90.1558,Altona,IL,937,55.6581,16.83,America/Chicago
61415,40.6571,-90.4291,Avon,IL,1889,121.5578,15.54,America/Chicago
61418,40.8503,-90.8612,Biggsville,IL,542,42.7076,12.69,America/Chicago
61378,41.7244,-89.1570,West Brooklyn,IL,333,38.9612,8.55,America/Chicago
61411,40.4002,-90.5052,Adair,IL,444,43.9562,10.10,America/Chicago
61420,40.5474,-90.8666,Blandinsville,IL,1121,74.6242,15.02,America/Chicago
61421,41.1802,-89.6500,Bradford,IL,1300,88.0584,14.76,America/Chicago
61422,40.5508,-90.5348,Bushnell,IL,3164,36.6855,86.25,America/Chicago
61427,40.5020,-90.1941,Cuba,IL,2192,55.3161,39.63,America/Chicago
61430,40.9402,-90.3109,East Galesburg,IL,677,1.4183,477.34,America/Chicago
61431,40.6077,-90.2782,Ellisville,IL,296,26.5782,11.14,America/Chicago
61432,40.6526,-90.1586,Fairview,IL,658,35.7824,18.39,America/Chicago
61434,41.1755,-90.0390,Galva,IL,3012,71.7864,41.96,America/Chicago
61437,40.8461,-90.9869,Gladstone,IL,972,48.1142,20.20,America/Chicago
61436,40.8622,-90.2168,Gilson,IL,650,41.8277,15.54,America/Chicago
61423,40.8863,-90.5012,Cameron,IL,519,37.1087,13.99,America/Chicago
61424,41.0768,-89.6350,Camp Grove,IL,135,0.9853,137.01,America/Chicago
61428,40.9348,-90.1079,Dahinda,IL,1022,34.0169,30.04,America/Chicago
61438,40.5828,-90.6516,Good Hope,IL,917,52.0670,17.61,America/Chicago
61439,41.0285,-90.3570,Henderson,IL,242,0.6059,399.38,America/Chicago
61440,40.3073,-90.5955,Industry,IL,690,45.9328,15.02,America/Chicago
61442,41.1074,-90.9227,Keithsburg,IL,708,24.1912,29.27,America/Chicago
61443,41.2600,-89.9417,Kewanee,IL,13663,93.7000,145.82,America/Chicago
61447,40.8672,-90.7537,Kirkwood,IL,1025,41.2244,24.86,America/Chicago
61448,40.9336,-90.2468,Knoxville,IL,3837,42.3278,90.65,America/Chicago
61450,40.5788,-90.9817,La Harpe,IL,1787,86.2455,20.72,America/Chicago
61453,41.0122,-90.7642,Little York,IL,578,42.1070,13.73,America/Chicago
61454,40.6802,-91.0424,Lomax,IL,500,21.4501,23.31,America/Chicago
61455,40.4353,-90.6546,Macomb,IL,20698,160.1511,129.24,America/Chicago
61441,40.3407,-90.2934,Ipava,IL,1001,69.0157,14.50,America/Chicago
61458,40.7797,-90.1815,Maquon,IL,669,67.9743,9.84,America/Chicago
61462,40.9236,-90.6479,Monmouth,IL,11521,154.9924,74.33,America/Chicago
61465,41.2079,-90.4666,New Windsor,IL,1161,40.0236,29.01,America/Chicago
61467,41.0737,-90.2397,Oneida,IL,1170,55.0902,21.24,America/Chicago
61469,40.9640,-90.9061,Oquawka,IL,2248,46.9166,47.91,America/Chicago
61470,40.6039,-90.5048,Prairie City,IL,537,21.8249,24.60,America/Chicago
61472,41.1022,-90.3829,Rio,IL,517,31.6849,16.32,America/Chicago
61473,40.7060,-90.6527,Roseville,IL,1509,93.9722,16.06,America/Chicago
61474,40.7363,-90.3783,Saint Augustine,IL,292,28.1854,10.36,America/Chicago
61477,40.4961,-90.3155,Smithfield,IL,573,45.1503,12.69,America/Chicago
61475,40.5980,-90.7534,Sciota,IL,203,29.0292,6.99,America/Chicago
61460,40.7166,-90.8291,Media,IL,322,38.8515,8.29,America/Chicago
61466,41.1100,-90.4797,North Henderson,IL,326,22.4767,14.50,America/Chicago
61471,40.6976,-90.8353,Raritan,IL,60,0.1386,433.05,America/Chicago
61480,40.7254,-90.9218,Stronghurst,IL,1210,58.3979,20.72,America/Chicago
61482,40.3884,-90.4118,Table Grove,IL,671,57.5721,11.65,America/Chicago
61483,41.0867,-89.8733,Toulon,IL,2090,100.8691,20.72,America/Chicago
61484,40.2953,-90.4365,Vermont,IL,832,38.7032,21.50,America/Chicago
61485,41.0216,-90.0983,Victoria,IL,447,34.5175,12.95,America/Chicago
61486,41.1979,-90.5761,Viola,IL,1469,40.8046,36.00,America/Chicago
61488,41.0323,-90.3183,Wataga,IL,1040,24.0447,43.25,America/Chicago
61490,41.1851,-90.2656,Woodhull,IL,1134,40.9196,27.71,America/Chicago
61491,41.0605,-89.7294,Wyoming,IL,1927,87.5316,22.01,America/Chicago
61501,40.2294,-90.3164,Astoria,IL,1534,61.6959,24.86,America/Chicago
61516,40.8581,-89.1352,Benson,IL,676,29.6597,22.79,America/Chicago
61517,40.8260,-89.8543,Brimfield,IL,3274,69.0764,47.40,America/Chicago
61520,40.5421,-90.0213,Canton,IL,16806,144.8400,116.03,America/Chicago
61523,40.9173,-89.5355,Chillicothe,IL,11191,53.3440,209.79,America/Chicago
61524,40.4913,-90.0347,Dunfermline,IL,381,0.3463,1100.23,America/Chicago
61519,40.4601,-90.0890,Bryant,IL,230,1.1715,196.32,America/Chicago
61525,40.8485,-89.6690,Dunlap,IL,9188,31.9020,288.01,America/Chicago
61529,40.7814,-89.9420,Elmwood,IL,2699,59.8902,45.07,America/Chicago
61530,40.7140,-89.2603,Eureka,IL,7245,67.2430,107.74,America/Chicago
61531,40.6831,-90.0351,Farmington,IL,3335,55.5022,60.09,America/Chicago
61532,40.3395,-89.8188,Forest City,IL,645,40.1671,16.06,America/Chicago
61533,40.5865,-89.8393,Glasford,IL,2509,42.3026,59.31,America/Chicago
61534,40.4145,-89.6661,Green Valley,IL,1806,57.1558,31.60,America/Chicago
61536,40.6899,-89.7870,Hanna City,IL,2918,41.1185,70.97,America/Chicago
61537,41.1170,-89.4664,Henry,IL,2754,54.5295,50.50,America/Chicago
61540,41.0147,-89.3731,Lacon,IL,2770,49.5140,55.94,America/Chicago
61542,40.3863,-90.1346,Lewistown,IL,3628,110.2975,32.89,America/Chicago
61539,40.5552,-89.7670,Kingston Mines,IL,206,0.7844,262.62,America/Chicago
61528,40.7790,-89.7230,Edwards,IL,3127,21.4448,145.82,America/Chicago
61526,40.9299,-89.6244,Edelstein,IL,810,23.6926,34.19,America/Chicago
61544,40.6918,-90.2401,London Mills,IL,590,27.1191,21.76,America/Chicago
61546,40.4539,-89.7989,Manito,IL,3767,87.6172,42.99,America/Chicago
61547,40.6063,-89.7376,Mapleton,IL,4138,24.2074,170.94,America/Chicago
61548,40.8092,-89.4140,Metamora,IL,11950,74.9013,159.54,America/Chicago
61550,40.6108,-89.4421,Morton,IL,17787,41.0496,433.31,America/Chicago
61554,40.5409,-89.6186,Pekin,IL,42059,66.8274,629.37,America/Chicago
61559,40.9211,-89.7756,Princeville,IL,3263,96.1718,33.93,America/Chicago
61561,40.8030,-89.2009,Roanoke,IL,2469,48.8865,50.50,America/Chicago
61563,40.4922,-90.0541,Saint David,IL,519,0.3440,1508.93,America/Chicago
61564,40.4935,-89.6535,South Pekin,IL,962,0.2560,3758.33,America/Chicago
61565,41.0323,-89.5099,Sparland,IL,1448,63.5313,22.79,America/Chicago
61553,40.6259,-90.0323,Norris,IL,140,0.1753,798.75,America/Chicago
61545,40.8707,-89.3535,Lowpoint,IL,700,32.9599,21.24,America/Chicago
61543,40.4208,-89.9707,Liverpool,IL,152,7.8250,19.42,America/Chicago
61568,40.5053,-89.4787,Tremont,IL,4223,63.6917,66.30,America/Chicago
61570,40.9204,-89.3078,Washburn,IL,1787,63.2995,28.23,America/Chicago
61571,40.7034,-89.4194,Washington,IL,24974,59.7429,418.02,America/Chicago
61572,40.8003,-90.0368,Yates City,IL,1191,39.6420,30.04,America/Chicago
61602,40.6747,-89.6075,Peoria,IL,877,1.1957,733.48,America/Chicago
61603,40.7133,-89.5772,Peoria,IL,16655,3.9827,4181.80,America/Chicago
61604,40.7057,-89.6536,Peoria,IL,30582,15.2496,2005.43,America/Chicago
61605,40.6766,-89.6334,Peoria,IL,15713,3.9945,3933.68,America/Chicago
61606,40.6998,-89.6114,Peoria,IL,7870,1.3044,6033.64,America/Chicago
61607,40.6301,-89.6852,Peoria,IL,10673,31.2661,341.36,America/Chicago
61610,40.6428,-89.5988,Creve Coeur,IL,5493,4.2579,1290.07,America/Chicago
61611,40.7105,-89.5357,East Peoria,IL,24877,40.2897,617.45,America/Chicago
61614,40.7590,-89.6050,Peoria,IL,28012,12.2195,2292.40,America/Chicago
61615,40.7743,-89.6458,Peoria,IL,23168,32.6587,709.40,America/Chicago
61616,40.7468,-89.5719,Peoria Heights,IL,5910,2.4366,2425.52,America/Chicago
61567,40.3580,-89.8966,Topeka,IL,540,32.0762,16.83,America/Chicago
61701,40.4768,-88.9931,Bloomington,IL,35783,11.0855,3227.90,America/Chicago
61704,40.4705,-88.9433,Bloomington,IL,37204,19.0764,1950.26,America/Chicago
61705,40.4600,-89.0023,Bloomington,IL,12971,92.4009,140.38,America/Chicago
