city,state,latitude,longitude,population,area,density,time_zone
Beaver Falls,PA,40.7687,-80.3591,27736,48.8323,567.98,America/New_York
Beaver Island,MI,45.6830,-85.5483,562,61.9969,9.06,America/Detroit
Beaver Meadows,PA,40.9415,-75.8928,1038,5.0285,206.42,America/New_York
Beaver Springs,PA,40.7407,-77.2282,1276,19.3202,66.04,America/New_York
Beaverton,AL,33.9552,-88.0191,476,51.0513,9.32,America/Chicago
Beaverton,MI,43.8811,-84.4320,9147,119.3133,76.66,America/Detroit
Beaverton,OR,45.4857,-122.8416,201637,53.3024,3782.89,America/Los_Angeles
Beavertown,PA,40.7829,-77.1755,2131,36.8961,57.76,America/New_York
Beaverville,IL,40.9700,-87.5994,521,30.9476,16.83,America/Chicago
Beccaria,PA,40.7683,-78.4456,122,2.4033,50.76,America/New_York
Bechtelsville,PA,40.3815,-75.6213,3461,9.4908,364.67,America/New_York
Beckemeyer,IL,38.6059,-89.4319,954,0.5730,1664.92,America/Chicago
Becker,MN,45.4303,-93.8361,10045,69.5053,144.52,America/Chicago
Becket,MA,42.3118,-73.0994,2402,72.4545,33.15,America/New_York
Beckley,WV,37.8145,-81.2547,32315,79.5213,406.37,America/New_York
Beckville,TX,32.2493,-94.4546,3151,132.2399,23.83,America/Chicago
Beckwourth,CA,39.7876,-120.3557,496,174.0969,2.85,America/Los_Angeles
Bedford,IA,40.6704,-94.7007,2337,209.8419,11.14,America/Chicago
Bedford,IN,38.8627,-86.4511,27370,179.7213,152.29,America/Indiana/Indianapolis
Bedford,KY,38.5916,-85.3267,4851,87.1154,55.68,America/New_York
Bedford,MA,42.4970,-71.2783,14053,14.5622,965.03,America/New_York
Bedford,NH,42.9407,-71.5303,22388,34.6039,646.98,America/New_York
Bedford,NY,41.1888,-73.6339,5693,16.0796,354.05,America/New_York
Bedford,OH,41.3816,-81.5302,29223,19.6672,1485.87,America/New_York
Bedford,PA,39.9493,-78.5519,11529,179.4907,64.23,America/New_York
Bedford,TX,32.8415,-97.1382,49273,10.4277,4725.20,America/Chicago
Bedford,VA,37.3400,-79.5221,20085,238.6110,84.17,America/New_York
Bedford,WY,42.9195,-110.8309,439,89.2099,4.92,America/Denver
Bedford Hills,NY,41.2284,-73.6863,7068,8.0596,876.97,America/New_York
Bedias,TX,30.7285,-95.9048,3170,200.6464,15.80,America/Chicago
Bedminster,NJ,40.6570,-74.6775,7651,19.1326,399.89,America/New_York
Bedrock,CO,38.2508,-108.9799,52,100.3865,0.52,America/Denver
Bee,NE,41.0128,-97.0276,547,50.2852,10.88,America/Chicago
Bee,VA,37.0842,-82.1721,284,14.2406,19.94,America/New_York
Beebe,AR,35.0983,-91.9174,13073,99.5564,131.31,America/Chicago
Bee Branch,AR,35.4567,-92.3684,2180,96.7474,22.53,America/Chicago
Beech Bluff,TN,35.6003,-88.6250,3110,70.6340,44.03,America/Chicago
Beech Bottom,WV,40.2263,-80.6558,630,1.0229,615.90,America/New_York
Beech Creek,KY,37.1716,-87.0560,197,0.9253,212.90,America/Chicago
Beech Creek,PA,41.1552,-77.7041,2115,90.7340,23.31,America/New_York
Beecher,IL,41.3440,-87.6137,7779,56.6696,137.27,America/Chicago
Beecher City,IL,39.1707,-88.8305,1993,77.7274,25.64,America/Chicago
Beecher Falls,VT,45.0085,-71.4903,204,1.1600,175.86,America/New_York
Beechgrove,TN,35.6387,-86.1971,2092,42.7368,48.95,America/Chicago
Beech Grove,AR,36.1242,-90.6944,492,48.7083,10.10,America/Chicago
Beech Grove,IN,39.7164,-86.0914,12914,3.2868,3929.05,America/Indiana/Indianapolis
Beech Grove,KY,37.6138,-87.3954,11,0.0141,780.14,America/Chicago
Beech Island,SC,33.4461,-81.8637,7462,38.0091,196.32,America/New_York
Beechmont,KY,37.1737,-87.0349,881,2.2335,394.45,America/Chicago
Beedeville,AR,35.4326,-91.1113,51,0.5351,95.31,America/Chicago
Beeler,KS,38.4146,-100.1673,67,129.3442,0.52,America/Chicago
Beemer,NE,41.9331,-96.8230,1015,60.2913,16.83,America/Chicago
Beersheba Springs,TN,35.4652,-85.6943,868,19.3721,44.81,America/Chicago
Beeson,WV,37.4767,-81.1892,252,12.3162,20.46,America/New_York
Bee Spring,KY,37.3034,-86.2786,1127,18.0555,62.42,America/Chicago
Beetown,WI,42.8059,-90.8886,29,0.4765,60.86,America/Chicago
Beeville,TX,28.4607,-97.7378,28731,496.6957,57.84,America/Chicago
Beggs,OK,35.7601,-96.0437,4717,135.9137,34.71,America/Chicago
Bejou,MN,47.4419,-95.9760,273,75.2899,3.63,America/Chicago
Bel Air,MD,39.5417,-76.3239,64873,46.4614,1396.28,America/New_York
Bel Alton,MD,38.4608,-76.9846,1535,10.0282,153.07,America/New_York
Belcamp,MD,39.4762,-76.2369,6597,2.5674,2569.53,America/New_York
Belcher,KY,37.3493,-82.3425,334,6.4803,51.54,America/New_York
Belcher,LA,32.7484,-93.8631,672,41.8485,16.06,America/Chicago
Belchertown,MA,42.2788,-72.4004,14967,53.7562,278.42,America/New_York
Belcourt,ND,48.8281,-99.7738,6982,127.1587,54.91,America/Chicago
Belden,MS,34.3057,-88.8461,4941,32.7789,150.74,America/Chicago
Belden,NE,42.3946,-97.2193,236,26.8000,8.81,America/Chicago
Beldenville,WI,44.7902,-92.4392,1124,32.1466,34.96,America/Chicago
Belding,MI,43.0654,-85.2582,10789,80.4180,134.16,America/Detroit
Belen,NM,34.6027,-106.6599,21691,332.3388,65.27,America/Denver
Belews Creek,NC,36.2331,-80.0761,2596,15.5399,167.05,America/New_York
Belfair,WA,47.4422,-122.8918,10056,73.5349,136.75,America/Los_Angeles
Belfast,ME,44.4664,-69.0416,8981,74.5717,120.43,America/New_York
Belfast,NY,42.3260,-78.1215,1915,43.2389,44.29,America/New_York
Belfast,TN,35.3923,-86.7098,548,13.2240,41.44,America/Chicago
Belfield,ND,46.8961,-103.2706,1922,824.5423,2.33,America/Denver
Belford,NJ,40.4208,-74.0850,7139,2.4096,2962.73,America/New_York
Belfry,KY,37.6708,-82.3308,3200,46.4484,68.89,America/New_York
Belfry,MT,45.0728,-109.0589,490,118.2437,4.14,America/Denver
Belgium,WI,43.5000,-87.8801,3350,35.5341,94.28,America/Chicago
Belgrade,ME,44.4882,-69.8401,2840,39.5859,71.74,America/New_York
Belgrade,MN,45.4635,-94.9526,2622,191.0112,13.73,America/Chicago
Belgrade,MO,37.7887,-90.8966,843,37.4120,22.53,America/Chicago
Belgrade,MT,45.9799,-111.1398,20288,495.7745,40.92,America/Denver
Belgrade,NE,41.4441,-98.1504,257,70.8773,3.63,America/Chicago
Belgrade Lakes,ME,44.5173,-69.8669,307,3.1441,97.64,America/New_York
Belhaven,NC,35.5518,-76.5370,4074,120.9984,33.67,America/New_York
Belington,WV,39.0309,-79.9623,5274,83.1144,63.45,America/New_York
Belk,AL,33.6515,-87.9348,122,1.5649,77.96,America/Chicago
Belknap,IL,37.3085,-88.8658,496,53.1963,9.32,America/Chicago
Bell,FL,29.7617,-82.8626,5326,133.5311,39.89,America/New_York
Bellaire,MI,44.9709,-85.2064,3806,64.1705,59.31,America/Detroit
Bellaire,OH,40.0122,-80.8036,8643,32.0873,269.36,America/New_York
Bellaire,TX,29.7044,-95.4618,19283,4.1170,4683.75,America/Chicago
Bellamy,AL,32.4255,-88.1474,327,10.6996,30.56,America/Chicago
Bella Vista,AR,36.4665,-94.2615,28873,50.8794,567.48,America/Chicago
Bella Vista,CA,40.7124,-122.1081,1328,39.1407,33.93,America/Los_Angeles
Bellbrook,OH,39.6348,-84.0797,11161,15.0516,741.52,America/New_York
Bell Buckle,TN,35.6266,-86.4026,5820,111.2432,52.32,America/Chicago
Bell City,LA,30.0272,-93.0063,2610,335.9087,7.77,America/Chicago
Bell City,MO,36.9863,-89.7798,835,59.7028,13.99,America/Chicago
Belle,MO,38.2753,-91.7498,2727,95.7182,28.49,America/Chicago
Belle,WV,38.2426,-81.5023,4385,24.0150,182.59,America/New_York
Belleair Beach,FL,27.9239,-82.8365,1632,0.5258,3103.84,America/New_York
Belle Center,OH,40.5349,-83.7813,2841,58.6586,48.43,America/New_York
Belle Chasse,LA,29.7482,-90.0082,16104,64.5668,249.42,America/Chicago
Bellefontaine,MS,33.6700,-89.3274,167,9.0816,18.39,America/Chicago
Bellefontaine,OH,40.3659,-83.7561,18946,100.0696,189.33,America/New_York
Bellefonte,PA,40.9377,-77.7730,30228,145.7065,207.46,America/New_York
Belle Fourche,SD,44.9518,-103.8884,8000,1235.5264,6.47,America/Denver
Belle Glade,FL,26.6394,-80.5503,22603,120.0421,188.29,America/New_York
Belle Haven,VA,37.5702,-75.8736,776,10.4033,74.59,America/New_York
Belle Mead,NJ,40.4483,-74.6556,11203,12.6292,887.07,America/New_York
Belle Mina,AL,34.6640,-86.8742,245,2.5225,97.13,America/Chicago
Bellemont,AZ,35.2324,-111.8376,470,6.6472,70.71,America/Phoenix
Belle Plaine,IA,41.8828,-92.2577,3033,55.7642,54.39,America/Chicago
Belle Plaine,KS,37.3779,-97.2750,2824,70.8021,39.89,America/Chicago
Belle Plaine,MN,44.6024,-93.7742,9311,108.6101,85.73,America/Chicago
Belle Rive,IL,38.2031,-88.7456,834,46.6680,17.87,America/Chicago
Bellerose,NY,40.7365,-73.7224,20801,1.5954,13038.11,America/New_York
Belle Rose,LA,30.0306,-91.0679,4023,52.2993,76.92,America/Chicago
Belle Valley,OH,39.7897,-81.5558,143,0.2378,601.35,America/New_York
Belle Vernon,PA,40.1588,-79.8122,15420,32.5338,473.97,America/New_York
Belleview,FL,29.0531,-82.0375,18107,27.9646,647.50,America/New_York
Belleview,MO,37.6752,-90.8890,861,97.7747,8.81,America/Chicago
Belleville,AR,35.1352,-93.4137,1998,85.7146,23.31,America/Chicago
Belleville,IL,38.5048,-89.9795,93226,100.0166,932.11,America/Chicago
Belleville,KS,39.8408,-97.6312,2216,127.7018,17.35,America/Chicago
Belleville,MI,42.1790,-83.4868,40824,65.1063,627.04,America/Detroit
Belleville,NJ,40.7950,-74.1617,36019,3.3219,10842.89,America/New_York
Belleville,PA,40.6006,-77.7305,4943,48.3165,102.30,America/New_York
Belleville,WI,42.8688,-89.5643,5729,75.4941,75.89,America/Chicago
Belleville,WV,39.1226,-81.6723,1562,43.3879,36.00,America/New_York
Bellevue,IA,42.2489,-90.4886,5111,167.2345,30.56,America/Chicago
Bellevue,ID,43.3583,-114.2522,3789,239.8263,15.80,America/Boise
Bellevue,KY,39.1020,-84.4791,5792,0.9126,6346.70,America/New_York
Bellevue,MI,42.4592,-85.0639,6265,93.0357,67.34,America/Detroit
Bellevue,NE,41.1388,-95.9245,66286,50.4800,1313.11,America/Chicago
Bellevue,OH,41.2446,-82.8446,12667,115.6207,109.56,America/New_York
Bellevue,TX,33.6210,-98.0603,999,167.7026,5.96,America/Chicago
Bellevue,WA,47.5882,-122.1585,146281,38.8295,3767.26,America/Los_Angeles
Bellflower,CA,33.8880,-118.1271,77529,6.1826,12539.87,America/Los_Angeles
Bellflower,IL,40.3308,-88.5270,494,35.3212,13.99,America/Chicago
Bellflower,MO,39.0367,-91.3160,774,43.3106,17.87,America/Chicago
Bell Gardens,CA,33.9707,-118.1708,102433,6.0050,17057.95,America/Los_Angeles
Bellingham,MA,42.0777,-71.4741,17016,19.1097,890.44,America/New_York
Bellingham,MN,45.1369,-96.3319,452,69.8072,6.47,America/Chicago
Bellingham,WA,48.7481,-122.4560,126494,181.3070,697.68,America/Los_Angeles
Bellmawr,NJ,39.8667,-75.0945,11415,2.9802,3830.28,America/New_York
Bellmont,IL,38.3831,-87.9056,227,0.4435,511.84,America/Chicago
Bellmore,NY,40.6721,-73.5329,34237,4.8496,7059.76,America/New_York
Bellona,NY,42.7555,-77.0171,205,2.2550,90.91,America/New_York
Bellows Falls,VT,43.1790,-72.4945,4401,32.6149,134.94,America/New_York
Bellport,NY,40.7750,-72.9432,9710,4.6532,2086.74,America/New_York
Bells,TN,35.6949,-89.0973,5001,97.0300,51.54,America/Chicago
Bells,TX,33.6233,-96.4318,2879,44.8221,64.23,America/Chicago
Bellville,OH,40.5988,-82.5317,9312,82.8429,112.41,America/New_York
Bellville,TX,29.9788,-96.2506,10381,205.5449,50.50,America/Chicago
Bellvue,CO,40.6340,-105.5732,1708,387.9190,4.40,America/Denver
Bellwood,AL,31.1786,-85.7939,240,3.2977,72.78,America/Chicago
Bellwood,IL,41.8828,-87.8765,18999,2.3492,8087.43,America/Chicago
Bellwood,NE,41.3517,-97.2343,1025,67.0770,15.28,America/Chicago
Bellwood,PA,40.6037,-78.3305,2781,1.6091,1728.30,America/New_York
Belmar,NJ,40.1687,-74.0728,21331,12.8366,1661.73,America/New_York
Belmond,IA,42.8431,-93.6200,3066,91.0607,33.67,America/Chicago
Belmont,CA,37.5135,-122.2991,27202,5.9244,4591.52,America/Los_Angeles
Belmont,LA,31.7331,-93.5046,139,5.1113,27.19,America/Chicago
Belmont,MA,42.3960,-71.1795,26033,4.9014,5311.34,America/New_York
Belmont,MI,43.0733,-85.5678,10594,22.6990,466.72,America/Detroit
Belmont,MS,34.5326,-88.2005,3589,46.0372,77.96,America/Chicago
Belmont,NC,35.2104,-81.0407,22968,31.3357,732.97,America/New_York
Belmont,NH,43.4677,-71.4752,7453,30.7110,242.68,America/New_York
Belmont,NY,42.2479,-77.9911,2325,56.1054,41.44,America/New_York
Belmont,OH,40.0094,-81.0009,2926,48.6955,60.09,America/New_York
Belmont,VT,43.4137,-72.8234,279,12.8241,21.76,America/New_York
Belmont,WI,42.7373,-90.3182,1498,42.5280,35.22,America/Chicago
Belmont,WV,39.3680,-81.2876,1038,2.4648,421.13,America/New_York
Beloit,KS,39.3988,-98.0854,4617,414.5658,11.14,America/Chicago
Beloit,OH,40.9173,-80.9880,3935,29.6741,132.61,America/New_York
Beloit,WI,42.5456,-89.0950,49191,111.1337,442.63,America/Chicago
Belpre,KS,37.9304,-99.0911,193,74.5177,2.59,America/Chicago
Belpre,OH,39.3173,-81.6189,9388,32.5087,288.78,America/New_York
Belsano,PA,40.5176,-78.8766,227,0.8835,256.93,America/New_York
Belspring,VA,37.1841,-80.6157,135,0.9761,138.31,America/New_York
Belt,MT,47.3271,-110.8922,1539,330.1172,4.66,America/Denver
Belton,KY,37.1353,-87.0009,1069,30.5736,34.96,America/Chicago
Belton,MO,38.7869,-94.5499,27190,47.5673,571.61,America/Chicago
Belton,SC,34.5178,-82.4766,19301,130.5106,147.89,America/New_York
Belton,TX,31.0514,-97.4997,37916,116.9285,324.27,America/Chicago
Beltrami,MN,47.5603,-96.5496,244,85.6444,2.85,America/Chicago
Beltsville,MD,39.0480,-76.9013,27873,16.8998,1649.31,America/New_York
Belva,WV,38.2646,-81.1635,323,7.2087,44.81,America/New_York
Belvedere Tiburon,CA,37.8875,-122.4658,12797,6.7014,1909.60,America/Los_Angeles
Belvidere,IL,42.2451,-88.8407,34292,86.3117,397.30,America/Chicago
Belvidere,NC,36.3119,-76.5035,985,50.7081,19.42,America/New_York
Belvidere,NE,40.2494,-97.5412,85,25.2451,3.37,America/Chicago
Belvidere,NJ,40.8280,-75.0365,7834,26.2563,298.37,America/New_York
Belvidere,SD,43.8098,-101.2070,175,337.8392,0.52,America/Denver
Belvidere,TN,35.0986,-86.1892,2322,99.6143,23.31,America/Chicago
Belvidere Center,VT,44.7586,-72.6768,379,35.6909,10.62,America/New_York
Belview,MN,44.6067,-95.3262,703,60.3177,11.65,America/Chicago
Belvue,KS,39.2300,-96.1941,792,95.5602,8.29,America/Chicago
Belzoni,MS,33.1847,-90.4844,5854,198.2668,29.53,America/Chicago
Bement,IL,39.9116,-88.5596,1656,54.6483,30.30,America/Chicago
Bemidji,MN,47.5124,-94.8570,34281,389.2930,88.06,America/Chicago
Bemus Point,NY,42.1810,-79.3673,3178,24.7386,128.46,America/New_York
Bena,MN,47.3395,-94.2450,285,45.8496,6.22,America/Chicago
Benavides,TX,27.6299,-98.4891,2107,290.5418,7.25,America/Chicago
Ben Bolt,TX,27.6599,-98.0757,427,1.9792,215.74,America/Chicago
Bend,OR,43.9203,-121.3695,122257,944.1674,129.49,America/Los_Angeles
Bend,TX,31.0036,-98.4707,11,8.4942,1.30,America/Chicago
Bendena,KS,39.7122,-95.1724,214,25.8206,8.29,America/Chicago
Bendersville,PA,39.9808,-77.2496,351,0.3797,924.41,America/New_York
Benedict,KS,37.6364,-95.7003,251,38.7646,6.47,America/Chicago
Benedict,MD,38.5070,-76.6778,358,0.3203,1117.70,America/New_York
Benedict,MN,47.1615,-94.6889,39,0.3793,102.82,America/Chicago
Benedict,ND,47.8179,-101.0717,154,74.3246,2.07,America/Chicago
Benedict,NE,41.0178,-97.6181,500,62.2745,8.03,America/Chicago
Benedicta,ME,45.7570,-68.4015,224,54.0543,4.14,America/New_York
Benezett,PA,41.3554,-78.3677,131,28.0996,4.66,America/New_York
Ben Franklin,TX,33.4598,-95.7513,190,13.8414,13.73,America/Chicago
Benge,WA,46.9034,-118.1048,45,86.8729,0.52,America/Los_Angeles
Benham,KY,36.9644,-82.9474,368,0.3354,1097.20,America/New_York
Benicia,CA,38.0941,-122.1322,28262,29.1609,969.17,America/Los_Angeles
Benjamin,TX,33.5758,-99.8160,287,184.6855,1.55,America/Chicago
Benkelman,NE,40.1376,-101.5425,1418,322.0545,4.40,America/Denver
Benld,IL,39.0911,-89.7984,1814,3.7757,480.44,America/Chicago
Ben Lomond,AR,33.8235,-94.1255,39,4.3023,9.06,America/Chicago
Ben Lomond,CA,37.0991,-122.0872,7710,14.5924,528.36,America/Los_Angeles
Bennet,NE,40.6718,-96.5073,1891,56.5984,33.41,America/Chicago
Bennett,CO,39.7412,-104.4437,5648,302.8756,18.65,America/Denver
Bennett,IA,41.7569,-90.9597,832,44.0050,18.91,America/Chicago
Bennett,NC,35.5628,-79.5429,1847,42.9597,42.99,America/New_York
Bennettsville,SC,34.6264,-79.7098,18182,201.7272,90.13,America/New_York
Bennington,IN,38.8755,-85.0753,839,23.4739,35.74,America/Indiana/Vevay
Bennington,KS,39.0236,-97.5875,1340,64.6721,20.72,America/Chicago
Bennington,NE,41.3698,-96.1914,10451,48.6749,214.71,America/Chicago
Bennington,NH,43.0124,-71.9082,1407,10.7149,131.31,America/New_York
Bennington,OK,33.9908,-96.0151,1399,163.6838,8.55,America/Chicago
Bennington,VT,42.8811,-73.1414,14197,88.9852,159.54,America/New_York
Benoit,MS,33.6508,-91.0270,778,103.5818,7.51,America/Chicago
Bensalem,PA,40.1045,-74.9386,54827,17.0455,3216.51,America/New_York
Bensenville,IL,41.9605,-87.9419,20462,9.0664,2256.90,America/Chicago
Benson,AZ,32.1743,-110.3770,9033,711.7672,12.69,America/Phoenix
Benson,IL,40.8581,-89.1352,676,29.6597,22.79,America/Chicago
Benson,MN,45.3115,-95.5724,4338,194.7570,22.27,America/Chicago
Benson,NC,35.3990,-78.5190,15182,94.2412,161.10,America/New_York
Bent,NM,33.1007,-105.8672,56,12.7187,4.40,America/Denver
Bentley,KS,37.8868,-97.5147,558,0.3161,1765.26,America/Chicago
Bentley,LA,31.5159,-92.4860,617,9.0926,67.86,America/Chicago
Bentley,MI,43.9532,-84.1678,1020,53.2195,19.17,America/Detroit
Bentleyville,PA,40.1457,-80.0181,3618,16.5316,218.85,America/New_York
Bent Mountain,VA,37.1546,-80.1359,872,23.7099,36.78,America/New_York
Benton,AR,34.5644,-92.6395,55770,272.2872,204.82,America/Chicago
Benton,CA,37.8926,-118.5646,313,151.0624,2.07,America/Los_Angeles
Benton,IA,40.7081,-94.3689,88,16.1795,5.44,America/Chicago
Benton,IL,37.9977,-88.9170,10905,92.5372,117.84,America/Chicago
Benton,KS,37.8263,-97.1116,2408,68.3628,35.22,America/Chicago
Benton,KY,36.8564,-88.3346,19582,201.6173,97.12,America/Chicago
Benton,LA,32.7276,-93.6335,13061,220.2130,59.31,America/Chicago
Benton,MO,37.0849,-89.5075,3716,75.9130,48.95,America/Chicago
Benton,MS,32.8197,-90.2251,1823,119.2990,15.28,America/Chicago
Benton,PA,41.2761,-76.3693,4984,141.4950,35.22,America/New_York
Benton,TN,35.1691,-84.6258,4798,51.0335,94.02,America/New_York
Benton,WI,42.5595,-90.3537,1276,11.9870,106.45,America/Chicago
Benton City,MO,39.1633,-91.7538,274,27.1261,10.10,America/Chicago
Benton City,WA,46.2652,-119.4877,9644,145.4519,66.30,America/Los_Angeles
Benton Harbor,MI,42.1137,-86.3657,31170,67.3841,462.57,America/Detroit
Bentonia,MS,32.6375,-90.4199,3032,160.3646,18.91,America/Chicago
Benton Ridge,OH,41.0045,-83.7940,330,0.3021,1092.35,America/New_York
Bentonville,AR,36.3504,-94.2543,53959,132.0258,408.70,America/Chicago
Bentonville,VA,38.8181,-78.2794,1756,49.1301,35.74,America/New_York
Ben Wheeler,TX,32.4258,-95.6652,6304,135.2215,46.62,America/Chicago
Benwood,WV,40.0084,-80.7224,1662,2.5917,641.28,America/New_York
Benzonia,MI,44.5744,-86.0810,2274,42.6212,53.35,America/Detroit
Berclair,TX,28.5493,-97.5740,409,131.5964,3.11,America/Chicago
Berea,KY,37.5715,-84.2811,25186,117.1671,214.96,America/New_York
Berea,OH,41.3687,-81.8632,18903,6.0689,3114.73,America/New_York
Berea,WV,39.1196,-80.9388,76,7.9307,9.58,America/New_York
Beresford,SD,43.0777,-96.7915,3722,221.0879,16.83,America/Chicago
Bergen,NY,43.0790,-77.9817,3528,34.3982,102.56,America/New_York
Bergenfield,NJ,40.9238,-73.9986,27372,2.8740,9524.01,America/New_York
Berger,MO,38.6470,-91.3185,882,43.6592,20.20,America/Chicago
Bergheim,TX,29.9007,-98.5558,934,20.7252,45.07,America/Chicago
Bergholz,OH,40.5088,-80.8744,1599,31.6604,50.50,America/New_York
Bergland,MI,46.5985,-89.6128,316,101.6735,3.11,America/Detroit
Bergoo,WV,38.4749,-80.2542,94,10.9981,8.55,America/New_York
Bergton,VA,38.7900,-78.9787,628,39.7495,15.80,America/New_York
Berino,NM,32.0706,-106.6395,251,0.7892,318.04,America/Denver
Berkeley,CA,37.8833,-122.2707,127127,16.3003,7799.06,America/Los_Angeles
Berkeley,IL,41.8889,-87.9090,5161,1.5958,3234.11,America/Chicago
Berkeley Heights,NJ,40.6752,-74.4282,12404,5.6317,2202.53,America/New_York
Berkeley Springs,WV,39.5555,-78.2189,13087,145.6172,89.87,America/New_York
Berkey,OH,41.6959,-83.8368,1261,17.6404,71.48,America/New_York
Berkley,MA,41.8349,-71.0754,6679,17.2033,388.24,America/New_York
Berkley,MI,42.4979,-83.1859,15360,2.4642,6233.26,America/Detroit
Berkshire,MA,42.5066,-73.1975,210,0.3210,654.21,America/New_York
Berkshire,NY,42.3185,-76.1984,2153,55.7904,38.59,America/New_York
Berlin,CT,41.6113,-72.7778,19272,26.3583,731.15,America/New_York
Berlin,GA,31.0673,-83.6225,496,0.7575,654.79,America/New_York
Berlin,MA,42.3838,-71.6355,3144,14.2310,220.93,America/New_York
Berlin,MD,38.3202,-75.2181,23701,105.7919,224.03,America/New_York
Berlin,ND,46.3712,-98.4916,229,98.2415,2.33,America/Chicago
Berlin,NH,44.4991,-71.1572,10382,108.9269,95.31,America/New_York
Berlin,NJ,39.7652,-74.9326,13097,13.9420,939.39,America/New_York
Berlin,NY,42.6708,-73.3457,591,20.5573,28.75,America/New_York
Berlin,OH,40.5596,-81.7998,160,0.1083,1477.38,America/New_York
Berlin,PA,39.9480,-78.9094,5179,84.3722,61.38,America/New_York
Berlin,WI,43.9978,-88.9673,8816,136.7018,64.49,America/Chicago
Berlin Center,OH,41.0226,-80.9452,2903,32.3013,89.87,America/New_York
Berlin Heights,OH,41.3219,-82.4726,2876,25.8239,111.37,America/New_York
Bern,ID,42.3631,-111.3908,122,22.4307,5.44,America/Boise
Bern,KS,39.9594,-95.9716,486,50.7150,9.58,America/Chicago
Bernalillo,NM,35.3582,-106.5833,11319,63.7068,177.67,America/Denver
Bernard,IA,42.2911,-90.8419,1614,117.5790,13.73,America/Chicago
Bernard,ME,44.2600,-68.3731,468,4.3646,107.23,America/New_York
Bernardston,MA,42.6950,-72.5771,2498,35.8544,69.67,America/New_York
Bernardsville,NJ,40.7270,-74.5897,7591,12.1413,625.22,America/New_York
Berne,IN,40.6637,-84.9255,8308,64.4124,128.98,America/Indiana/Indianapolis
Berne,NY,42.6100,-74.1674,2134,56.0505,38.07,America/New_York
Bernhards Bay,NY,43.2969,-75.9347,1109,15.3472,72.26,America/New_York
Bernice,LA,32.8268,-92.6579,3318,139.2485,23.83,America/Chicago
Bernie,MO,36.6643,-90.0018,2762,63.8571,43.25,America/Chicago
