city,state,latitude,longitude,population,area,density,time_zone
Homeland,FL,27.8046,-81.8233,171,0.8131,210.31,America/New_York
Homer,AK,59.5246,-151.2287,10509,1159.2988,9.06,America/Anchorage
Homer,GA,34.3606,-83.4623,3209,51.4108,62.42,America/New_York
Homer,IL,40.0112,-87.9619,1999,62.2434,32.12,America/Chicago
Homer,IN,39.5856,-85.5685,308,2.0468,150.48,America/Indiana/Indianapolis
Homer,LA,32.7826,-93.0197,9177,258.6320,35.48,America/Chicago
Homer,MI,42.1400,-84.8176,4781,95.1523,50.25,America/Detroit
Homer,NE,42.3217,-96.4502,737,33.8759,21.76,America/Chicago
Homer,NY,42.7139,-76.1959,7135,74.6569,95.57,America/New_York
Homer City,PA,40.5245,-79.0843,6699,70.4768,95.05,America/New_York
Homer Glen,IL,41.6028,-87.9599,22961,25.7114,893.03,America/Chicago
Homerville,GA,31.0401,-82.7674,5622,274.7678,20.46,America/New_York
Homerville,OH,41.0315,-82.1245,1916,26.3264,72.78,America/New_York
Homestead,FL,25.4076,-80.5081,187674,466.8691,401.98,America/New_York
Homestead,IA,41.7328,-91.8762,779,37.5967,20.72,America/Chicago
Homestead,MT,48.4351,-104.4389,61,29.4403,2.07,America/Denver
Homestead,PA,40.3961,-79.9068,18544,4.5776,4051.03,America/New_York
Hometown,IL,41.7312,-87.7311,4308,0.4744,9080.94,America/Chicago
Hometown,WV,38.5279,-81.8553,547,0.6425,851.36,America/New_York
Homewood,CA,39.0785,-120.1734,297,4.7780,62.16,America/Los_Angeles
Homewood,IL,41.5577,-87.6647,20227,6.8530,2951.55,America/Chicago
Homeworth,OH,40.8342,-81.0479,2246,19.7536,113.70,America/New_York
Hominy,OK,36.4235,-96.3887,4223,223.3574,18.91,America/Chicago
Homosassa,FL,28.7587,-82.5676,27267,103.5202,263.40,America/New_York
Honaker,VA,37.0395,-82.0246,5385,74.2557,72.52,America/New_York
Honaunau,HI,19.4282,-155.8210,480,21.8034,22.01,Pacific/Honolulu
Hondo,NM,33.3182,-105.2948,461,222.4913,2.07,America/Denver
Hondo,TX,29.4267,-99.1545,13965,468.8621,29.78,America/Chicago
Honea Path,SC,34.4655,-82.3626,9306,110.2167,84.43,America/New_York
Honeoye,NY,42.7539,-77.4922,2651,26.9357,98.42,America/New_York
Honeoye Falls,NY,42.9673,-77.5792,8421,42.8375,196.58,America/New_York
Honesdale,PA,41.6230,-75.2575,12078,128.1137,94.28,America/New_York
Honey Brook,PA,40.0840,-75.8815,11912,32.6188,365.19,America/New_York
Honey Creek,IA,41.4379,-95.8414,1146,40.2248,28.49,America/Chicago
Honeydew,CA,40.2804,-124.0637,101,32.4969,3.11,America/Los_Angeles
Honey Grove,PA,40.4164,-77.5748,872,36.5958,23.83,America/New_York
Honey Grove,TX,33.6121,-95.8941,3398,187.4249,18.13,America/Chicago
Honeyville,UT,41.6485,-112.0929,1238,9.6565,128.20,America/Denver
Honobia,OK,34.5583,-94.9327,74,35.7144,2.07,America/Chicago
Honokaa,HI,20.0552,-155.5436,5270,135.6505,38.85,Pacific/Honolulu
Honolulu,HI,21.3127,-157.8150,416046,94.7519,4390.90,Pacific/Honolulu
Honomu,HI,19.8581,-155.1293,453,2.7244,166.28,Pacific/Honolulu
Honor,MI,44.7160,-86.0367,1582,58.1727,27.19,America/Detroit
Honoraville,AL,31.8666,-86.4493,1774,96.4711,18.39,America/Chicago
Hood,CA,38.3903,-121.5002,321,5.1214,62.68,America/Los_Angeles
Hood,VA,38.3404,-78.3870,109,3.6280,30.04,America/New_York
Hood River,OR,45.6247,-121.5455,19161,121.0818,158.25,America/Los_Angeles
Hoodsport,WA,47.4300,-123.3322,2405,149.7702,16.06,America/Los_Angeles
Hooker,OK,36.8333,-101.2330,2884,383.9718,7.51,America/Chicago
Hookerton,NC,35.4192,-77.5644,1961,26.1085,75.11,America/New_York
Hooks,TX,33.5133,-94.2778,5099,46.9865,108.52,America/Chicago
Hooksett,NH,43.0711,-71.4364,14203,38.3751,370.11,America/New_York
Hookstown,PA,40.5622,-80.4388,2641,25.4288,103.86,America/New_York
Hoolehua,HI,21.1677,-157.1142,1191,38.3206,31.08,Pacific/Honolulu
Hoonah,AK,58.1074,-135.4258,800,7.6646,104.38,America/Juneau
Hoopa,CA,41.1603,-123.7327,3768,146.9528,25.64,America/Los_Angeles
Hooper,CO,37.7249,-105.8279,197,69.1474,2.85,America/Denver
Hooper,NE,41.6428,-96.5305,1613,113.2332,14.24,America/Chicago
Hooper,UT,41.1669,-112.1365,8928,20.8916,427.35,America/Denver
Hooper,WA,46.6927,-118.1502,29,55.9848,0.52,America/Los_Angeles
Hooper Bay,AK,61.5279,-166.1151,1101,8.0056,137.53,America/Nome
Hoopeston,IL,40.4656,-87.6609,5871,109.5075,53.61,America/Chicago
Hoople,ND,48.5127,-97.6809,619,99.5821,6.22,America/Chicago
Hooppole,IL,41.5219,-89.9140,236,0.4274,552.18,America/Chicago
Hoosick,NY,42.8679,-73.3121,115,0.9043,127.17,America/New_York
Hoosick Falls,NY,42.8802,-73.3553,6139,55.9028,109.82,America/New_York
Hooven,OH,39.1768,-84.7631,249,0.0463,5377.97,America/New_York
Hooversville,PA,40.1634,-78.8945,1326,20.1563,65.79,America/New_York
Hopatcong,NJ,40.9396,-74.6598,11451,3.7692,3038.05,America/New_York
Hop Bottom,PA,41.7041,-75.7835,1527,32.5734,46.88,America/New_York
Hope,AK,60.7936,-149.5492,95,122.2656,0.78,America/Anchorage
Hope,AR,33.6442,-93.5945,16956,305.9227,55.43,America/Chicago
Hope,ID,48.2637,-116.2514,778,71.5208,10.88,America/Los_Angeles
Hope,IN,39.2985,-85.7673,4339,58.7823,73.81,America/Indiana/Indianapolis
Hope,KS,38.7025,-97.1274,1115,172.2015,6.47,America/Chicago
Hope,KY,38.0146,-83.7657,69,0.5318,129.75,America/New_York
Hope,ME,44.2510,-69.1896,1583,22.6370,69.93,America/New_York
Hope,MI,43.7835,-84.3288,2322,39.6694,58.53,America/Detroit
Hope,MN,43.9645,-93.2715,91,1.4167,64.23,America/Chicago
Hope,ND,47.3265,-97.7265,615,237.4527,2.59,America/Chicago
Hope,NM,32.7283,-104.9184,300,579.1530,0.52,America/Denver
Hope,RI,41.7526,-71.5891,3501,9.5936,364.93,America/New_York
Hopedale,IL,40.4217,-89.4307,1479,26.3154,56.20,America/Chicago
Hopedale,MA,42.1248,-71.5351,5951,5.2102,1142.18,America/New_York
Hopedale,OH,40.3652,-80.9087,1661,23.8407,69.67,America/New_York
Hope Hull,AL,32.1994,-86.4177,3636,101.7295,35.74,America/Chicago
Hope Mills,NC,34.9264,-78.9115,35673,47.5437,750.32,America/New_York
Hopeton,OK,36.6850,-98.6576,29,0.4042,71.75,America/Chicago
Hope Valley,RI,41.5083,-71.7260,4320,20.9543,206.16,America/New_York
Hopewell,NJ,40.3962,-74.7833,4788,22.2998,214.71,America/New_York
Hopewell,OH,39.9717,-82.1744,1215,17.9051,67.86,America/New_York
Hopewell,PA,40.1179,-78.2890,1897,41.8535,45.32,America/New_York
Hopewell,VA,37.2798,-77.2173,30658,48.4136,633.25,America/New_York
Hopewell Junction,NY,41.5603,-73.7940,25406,48.8025,520.59,America/New_York
Hopkins,MI,42.6317,-85.7592,4055,59.0809,68.63,America/Detroit
Hopkins,MN,44.9346,-93.4244,46003,17.9468,2563.30,America/Chicago
Hopkins,MO,40.5224,-94.8130,641,54.9981,11.65,America/Chicago
Hopkins,SC,33.8982,-80.8504,14605,94.7734,154.10,America/New_York
Hopkinsville,KY,36.8788,-87.4624,41743,264.2140,157.99,America/Chicago
Hopkinton,IA,42.3447,-91.2483,1677,89.9296,18.65,America/Chicago
Hopkinton,MA,42.2255,-71.5378,17178,30.1887,569.02,America/New_York
Hopkinton,RI,41.4874,-71.7783,1144,10.3201,110.85,America/New_York
Hopland,CA,38.9422,-123.1013,1656,142.0855,11.65,America/Los_Angeles
Hopwood,PA,39.8728,-79.6569,2692,20.9977,128.20,America/New_York
Hoquiam,WA,47.1038,-123.9367,10959,206.4045,53.09,America/Los_Angeles
Horace,ND,46.7174,-96.8803,4107,80.4934,51.02,America/Chicago
Horatio,AR,33.9018,-94.2871,2197,75.7380,29.01,America/Chicago
Horatio,SC,33.9948,-80.6001,131,12.0427,10.88,America/New_York
Hordville,NE,41.0665,-97.8868,232,22.3939,10.36,America/Chicago
Horicon,WI,43.4505,-88.6262,4833,32.7374,147.63,America/Chicago
Hormigueros,PR,18.1342,-67.1140,16180,10.6425,1520.32,America/Puerto_Rico
Hornbeak,TN,36.3494,-89.3227,1810,46.2811,39.11,America/Chicago
Hornbeck,LA,31.3369,-93.3963,1818,51.6128,35.22,America/Chicago
Hornbrook,CA,41.9408,-122.5201,931,128.3789,7.25,America/Los_Angeles
Hornell,NY,42.3183,-77.6455,12911,99.5003,129.76,America/New_York
Horner,WV,38.9586,-80.3735,589,26.4435,22.27,America/New_York
Hornersville,MO,36.0543,-90.0705,1153,80.9410,14.24,America/Chicago
Hornick,IA,42.2506,-96.0745,719,89.5508,8.03,America/Chicago
Hornitos,CA,37.4850,-120.2415,77,37.1623,2.07,America/Los_Angeles
Horn Lake,MS,34.9515,-90.0501,27109,16.7523,1618.23,America/Chicago
Hornsby,TN,35.2054,-88.8032,772,37.2588,20.72,America/Chicago
Horntown,VA,37.9758,-75.4674,532,10.5337,50.50,America/New_York
Horse Branch,KY,37.4276,-86.6790,1135,46.6198,24.35,America/Chicago
Horse Cave,KY,37.1895,-85.8802,5346,92.9775,57.50,America/Chicago
Horseheads,NY,42.2050,-76.8357,20451,79.8400,256.15,America/New_York
Horse Shoe,NC,35.3758,-82.6247,2660,24.0523,110.59,America/New_York
Horseshoe Bay,TX,30.5310,-98.3777,5792,41.4898,139.60,America/Chicago
Horseshoe Beach,FL,29.5012,-83.2632,570,78.5993,7.25,America/New_York
Horseshoe Bend,AR,36.2205,-91.7465,2493,24.4303,102.05,America/Chicago
Horseshoe Bend,ID,43.9194,-116.1626,1722,184.6855,9.32,America/Boise
Horsham,PA,40.1861,-75.1529,16350,8.3657,1954.41,America/New_York
Hortense,GA,31.3284,-81.8312,4292,111.9696,38.33,America/New_York
Horton,AL,34.1763,-86.3853,5154,55.2769,93.24,America/Chicago
Horton,KS,39.6561,-95.5449,2584,82.4535,31.34,America/Chicago
Horton,MI,42.1262,-84.5089,3342,35.0639,95.31,America/Detroit
Hortonville,NY,41.7833,-75.0247,143,1.2900,110.85,America/New_York
Hortonville,WI,44.3250,-88.6278,9145,74.9661,121.99,America/Chicago
Hoschton,GA,34.0905,-83.7665,18630,45.3536,410.77,America/New_York
Hosford,FL,30.2571,-84.7453,2088,183.2229,11.40,America/New_York
Hoskins,NE,42.1519,-97.3003,1118,88.0943,12.69,America/Chicago
Hoskinston,KY,37.0609,-83.3502,99,6.8257,14.50,America/New_York
Hosmer,SD,45.6128,-99.4067,496,239.3832,2.07,America/Chicago
Hospers,IA,43.0767,-95.8947,1168,45.0967,25.90,America/Chicago
Hosston,LA,32.8859,-93.8848,402,10.3475,38.85,America/Chicago
Hostetter,PA,40.2644,-79.3989,190,0.1176,1615.65,America/New_York
Hotchkiss,CO,38.8694,-107.7585,3852,200.9817,19.17,America/Denver
Hotevilla,AZ,35.9762,-110.7134,1531,257.0096,5.96,America/Phoenix
Hot Springs,MT,47.6584,-114.5442,1295,500.0021,2.59,America/Denver
Hot Springs,NC,35.8082,-82.9005,1987,116.2401,17.09,America/New_York
Hot Springs,SD,43.3850,-103.5290,5915,447.8026,13.21,America/Denver
Hot Springs,VA,37.9551,-79.8850,2735,108.8648,25.12,America/New_York
Hot Springs National Park,AR,34.4876,-93.0334,77063,242.3552,317.98,America/Chicago
Hot Springs Village,AR,34.6409,-92.9994,15787,82.3702,191.66,America/Chicago
Hot Sulphur Springs,CO,40.0985,-106.0732,994,91.3775,10.88,America/Denver
Houck,AZ,35.3524,-109.2294,1165,149.9363,7.77,America/Denver
Houghton,MI,47.1305,-88.6038,9642,28.2887,340.84,America/Detroit
Houghton,NY,42.4223,-78.2107,2268,18.8724,120.18,America/New_York
Houghton,SD,45.7382,-98.1829,195,107.5570,1.81,America/Chicago
Houghton Lake,MI,44.3116,-84.7766,7372,75.4998,97.64,America/Detroit
Houghton Lake Heights,MI,44.3248,-84.7725,37,0.0512,722.66,America/Detroit
Houlka,MS,34.0490,-89.0531,2846,110.9946,25.64,America/Chicago
Houlton,ME,46.1323,-67.9139,9797,230.6489,42.48,America/New_York
Houlton,WI,45.0720,-92.7514,1500,11.9660,125.36,America/Chicago
Houma,LA,29.5756,-90.7490,85771,186.0486,461.01,America/Chicago
Housatonic,MA,42.2666,-73.3767,1140,3.6287,314.16,America/New_York
House,NM,34.7147,-103.9807,95,183.3984,0.52,America/Denver
House Springs,MO,38.3995,-90.5801,14157,45.2487,312.87,America/Chicago
Houston,AK,61.6211,-149.7962,1705,22.7001,75.11,America/Anchorage
Houston,AL,34.2037,-87.2965,1319,86.3167,15.28,America/Chicago
Houston,AR,35.0091,-92.7090,1968,73.0624,26.94,America/Chicago
Houston,DE,38.8974,-75.5204,1301,7.6690,169.64,America/New_York
Houston,MN,43.7908,-91.5840,3010,168.4300,17.87,America/Chicago
Houston,MO,37.3019,-91.9509,4355,97.1950,44.81,America/Chicago
Houston,MS,33.9086,-88.9692,7853,206.2625,38.07,America/Chicago
Houston,OH,40.2476,-84.3328,1368,22.5721,60.61,America/New_York
Houston,PA,40.2442,-80.2212,5089,3.5295,1441.85,America/New_York
Houston,TX,29.7857,-95.3856,3187352,928.4860,3432.85,America/Chicago
Houstonia,MO,38.9071,-93.3047,583,47.8931,12.17,America/Chicago
Houtzdale,PA,40.8491,-78.3803,5652,41.2523,137.01,America/New_York
Hoven,SD,45.2253,-99.8396,574,170.4789,3.37,America/Chicago
Hovland,MN,47.9352,-89.9977,208,100.3865,2.07,America/Chicago
Howard,CO,38.4252,-105.8274,872,93.5225,9.32,America/Denver
Howard,KS,37.4886,-96.2989,1036,235.2951,4.40,America/Chicago
Howard,OH,40.4003,-82.2935,8335,59.1574,140.90,America/New_York
Howard,PA,41.0383,-77.6991,6317,140.1728,45.07,America/New_York
Howard,SD,44.0303,-97.5758,1449,223.7847,6.47,America/Chicago
Howard Beach,NY,40.6581,-73.8450,29219,2.5836,11309.41,America/New_York
Howard City,MI,43.4063,-85.4834,8502,80.2601,105.93,America/Detroit
Howard Lake,MN,45.0596,-94.0741,3880,65.4182,59.31,America/Chicago
Howardsville,VA,37.6925,-78.6229,479,20.1025,23.83,America/New_York
Howe,ID,43.9595,-113.1164,328,633.2073,0.52,America/Boise
Howe,IN,41.7228,-85.3453,4695,85.5070,54.91,America/Detroit
Howe,OK,34.9542,-94.6258,2885,65.9115,43.77,America/Chicago
Howe,TX,33.5311,-96.6776,5285,97.1690,54.39,America/Chicago
Howell,MI,42.6280,-83.9202,60955,189.0783,322.38,America/Detroit
Howell,NJ,40.1498,-74.2001,38483,33.3971,1152.29,America/New_York
Howell,UT,41.7677,-112.4778,248,159.5888,1.55,America/Denver
Howells,NE,41.7352,-97.0082,1196,107.3902,11.14,America/Chicago
Howells,NY,41.4821,-74.4646,104,0.2587,402.01,America/New_York
Howes,SD,44.5838,-102.0229,392,504.5066,0.78,America/Denver
Howes Cave,NY,42.7013,-74.3766,706,8.0887,87.28,America/New_York
Howey In The Hills,FL,28.6930,-81.7965,2551,19.8578,128.46,America/New_York
Howland,ME,45.3187,-68.7100,1455,112.3557,12.95,America/New_York
Hoxie,AR,36.0225,-91.0488,3003,54.6917,54.91,America/Chicago
Hoxie,KS,39.3770,-100.3587,1555,400.2591,3.88,America/Chicago
Hoyleton,IL,38.4529,-89.2966,1078,61.2085,17.61,America/Chicago
Hoyt,KS,39.2644,-95.6787,1737,41.3987,41.96,America/Chicago
Hoyt Lakes,MN,47.5220,-91.9658,2087,149.2213,13.99,America/Chicago
Hoytville,OH,41.1876,-83.7816,328,0.9204,356.37,America/New_York
Huachuca City,AZ,31.6933,-110.3331,5384,129.1163,41.70,America/Phoenix
Hubbard,IA,42.3033,-93.3126,1358,83.2264,16.32,America/Chicago
Hubbard,NE,42.3486,-96.5905,675,54.2956,12.43,America/Chicago
Hubbard,OH,41.1705,-80.5738,14354,29.7323,482.77,America/New_York
Hubbard,OR,45.1793,-122.7853,5131,18.6368,275.32,America/Los_Angeles
Hubbard,TX,31.8472,-96.8027,2789,125.2138,22.27,America/Chicago
Hubbard Lake,MI,44.8511,-83.6421,1896,95.0713,19.94,America/Detroit
Hubbardston,MA,42.4838,-72.0051,4642,43.5021,106.71,America/New_York
Hubbardston,MI,43.1044,-84.8479,923,22.5552,40.92,America/Detroit
Hubbardsville,NY,42.8127,-75.4286,897,28.8611,31.08,America/New_York
Hubbell,MI,47.1708,-88.4379,882,2.1649,407.41,America/Detroit
Hubbell,NE,40.0355,-97.4567,108,37.9082,2.85,America/Chicago
Hubert,NC,34.7134,-77.2170,15623,49.4838,315.72,America/New_York
Hubertus,WI,43.2361,-88.2557,4992,14.9994,332.81,America/Chicago
Huddleston,VA,37.1360,-79.4884,3298,71.1377,46.36,America/New_York
Huddy,KY,37.5963,-82.2797,422,1.8902,223.26,America/New_York
Hudgins,VA,37.4756,-76.3136,831,5.1834,160.32,America/New_York
Hudson,CO,40.0467,-104.6152,3842,84.7659,45.32,America/Denver
Hudson,FL,28.3752,-82.6365,46712,53.7330,869.34,America/New_York
Hudson,IA,42.3619,-92.4687,2862,65.3860,43.77,America/Chicago
Hudson,IL,40.6167,-88.9912,2720,38.6102,70.45,America/Chicago
Hudson,IN,41.5599,-85.1535,2467,33.5392,73.56,America/Indiana/Indianapolis
Hudson,KS,38.1640,-98.6199,137,44.0800,3.11,America/Chicago
Hudson,KY,37.6443,-86.3113,698,24.7247,28.23,America/Chicago
Hudson,MA,42.3887,-71.5465,19868,12.0142,1653.71,America/New_York
Hudson,ME,44.9978,-68.8840,1496,37.5071,39.89,America/New_York
Hudson,MI,41.8478,-84.3425,5621,83.4723,67.34,America/Detroit
Hudson,NC,35.8446,-81.4766,11698,19.2606,607.35,America/New_York
Hudson,NH,42.7639,-71.4071,25328,29.2703,865.31,America/New_York
Hudson,NY,42.2227,-73.7516,17967,87.4791,205.39,America/New_York
Hudson,OH,41.2477,-81.4509,25518,34.3654,742.55,America/New_York
Hudson,SD,43.1219,-96.5514,830,84.3328,9.84,America/Chicago
Hudson,WI,44.9790,-92.6933,31883,72.1999,441.59,America/Chicago
Hudson,WY,42.9037,-108.5427,500,9.3261,53.61,America/Denver
Hudson Falls,NY,43.3472,-73.5535,13265,31.7720,417.51,America/New_York
Hudsonville,MI,42.8632,-85.8884,36724,69.0995,531.47,America/Detroit
Hueysville,KY,37.4776,-82.9452,1053,40.6565,25.90,America/New_York
Huffman,TX,30.0643,-95.0988,12424,38.9046,319.35,America/Chicago
Huger,SC,33.0650,-79.7805,3548,165.0470,21.50,America/New_York
Huggins,MO,37.3538,-92.2153,129,17.1749,7.51,America/Chicago
Hughes,AK,66.0431,-154.2477,90,4.6958,19.17,America/Anchorage
Hughes,AR,34.9415,-90.4233,2513,159.0614,15.80,America/Chicago
Hughes Springs,TX,33.0055,-94.5907,4204,93.8250,44.81,America/Chicago
Hugheston,WV,38.2257,-81.3085,359,13.3279,26.94,America/New_York
Hughesville,MD,38.5263,-76.7761,5682,32.4052,175.34,America/New_York
Hughesville,MO,38.8469,-93.2275,1001,72.9223,13.73,America/Chicago
Hughesville,PA,41.2989,-76.6882,6378,73.9507,86.25,America/New_York
Hughson,CA,37.5904,-120.8529,9888,28.3428,348.87,America/Los_Angeles
Hugo,CO,38.9619,-103.4097,1066,823.1695,1.29,America/Denver
Hugo,MN,45.1687,-92.9794,22082,52.5641,420.10,America/Chicago
Hugo,OK,34.0083,-95.4942,8397,216.1399,38.85,America/Chicago
Hugoton,KS,37.1622,-101.3525,5178,526.1148,9.84,America/Chicago
Huguenot,NY,41.4414,-74.6643,1004,15.2018,66.04,America/New_York
Hulbert,MI,46.3780,-85.1911,190,122.2656,1.55,America/Detroit
Hulbert,OK,35.9756,-95.1507,5855,151.7199,38.59,America/Chicago
Hulen,KY,36.7989,-83.5177,547,7.5159,72.78,America/New_York
Hulett,WY,44.7976,-104.6759,834,536.6818,1.55,America/Denver
Huletts Landing,NY,43.6358,-73.5016,107,22.9516,4.66,America/New_York
Hull,GA,34.0783,-83.3114,6506,32.6231,199.43,America/New_York
Hull,IA,43.2013,-96.1458,2982,63.2613,47.14,America/Chicago
Hull,IL,39.7030,-91.2423,948,101.6735,9.32,America/Chicago
Hull,MA,42.2844,-70.8827,10424,2.6959,3866.61,America/New_York
Hull,TX,30.2036,-94.6674,1678,44.3753,37.81,America/Chicago
Humacao,PR,18.1407,-65.8180,48569,33.6068,1445.21,America/Puerto_Rico
Humansville,MO,37.7860,-93.6068,2950,97.3505,30.30,America/Chicago
Humarock,MA,42.1335,-70.6867,92,0.1222,752.86,America/New_York
Humbird,WI,44.5445,-90.8758,727,42.5297,17.09,America/Chicago
Humble,TX,29.9775,-95.2337,166529,90.5099,1839.90,America/Chicago
Humboldt,AZ,34.4716,-112.2250,1055,33.1169,31.86,America/Phoenix
Humboldt,IA,42.7150,-94.2255,5663,119.4806,47.40,America/Chicago
Humboldt,IL,39.5898,-88.3531,1080,27.4336,39.37,America/Chicago
Humboldt,KS,37.7978,-95.4394,2747,114.0454,24.09,America/Chicago
Humboldt,MN,48.9092,-97.0674,74,28.5715,2.59,America/Chicago
Humboldt,NE,40.1744,-95.9450,1509,153.3231,9.84,America/Chicago
Humboldt,SD,43.6321,-97.0745,1154,82.5114,13.99,America/Chicago
Humboldt,TN,35.8269,-88.9263,15436,137.0085,112.66,America/Chicago
Hume,CA,36.7920,-118.9251,239,26.3653,9.06,America/Los_Angeles
Hume,IL,39.8036,-87.8791,439,20.6706,21.24,America/Chicago
Hume,MO,38.0655,-94.5677,776,71.3369,10.88,America/Chicago
Hume,VA,38.8149,-78.0230,562,18.7060,30.04,America/New_York
Humeston,IA,40.8378,-93.5048,671,64.7686,10.36,America/Chicago
Hummelstown,PA,40.2855,-76.6988,22618,28.1433,803.67,America/New_York
Humnoke,AR,34.5249,-91.7398,459,31.0914,14.76,America/Chicago
Humphrey,AR,34.3722,-91.6696,1085,130.9127,8.29,America/Chicago
Humphrey,NE,41.6903,-97.5151,1893,143.3120,13.21,America/Chicago
Humphreys,MO,40.0979,-93.3138,151,29.1507,5.18,America/Chicago
Humptulips,WA,47.3046,-123.9193,424,77.9558,5.44,America/Los_Angeles
Hundred,WV,39.6820,-80.4501,704,18.2427,38.59,America/New_York
Hungerford,TX,29.4154,-96.0866,182,3.3784,53.87,America/Chicago
Hungry Horse,MT,47.9889,-113.3251,575,740.0288,0.78,America/Denver
Hunker,PA,40.2082,-79.5938,2017,10.1007,199.69,America/New_York
Hunlock Creek,PA,41.2533,-76.0928,6771,48.1454,140.64,America/New_York
Hunnewell,MO,39.6686,-91.8680,320,35.3008,9.06,America/Chicago
Hunt,NY,42.5348,-78.0010,743,31.8749,23.31,America/New_York
Hunt,TX,30.0011,-99.4809,1152,211.8045,5.44,America/Chicago
Hunter,AR,35.0818,-91.0905,120,24.3854,4.92,America/Chicago
Hunter,KS,39.2388,-98.3717,127,81.7249,1.55,America/Chicago
Hunter,ND,47.1983,-97.2201,399,102.7031,3.88,America/Chicago
Hunter,NY,42.2153,-74.2367,785,27.3054,28.75,America/New_York
Hunter,OK,36.5512,-97.6540,319,61.5833,5.18,America/Chicago
Hunters,WA,48.1683,-118.0902,384,92.6645,4.14,America/Los_Angeles
Huntersville,NC,35.4049,-80.8626,60107,73.5576,817.14,America/New_York
Huntertown,IN,41.2483,-85.1664,5228,18.6902,279.72,America/Indiana/Indianapolis
Huntingburg,IN,38.2967,-86.9693,10196,86.1421,118.36,America/Indiana/Vincennes
Huntingdon,PA,40.5147,-77.9569,18181,178.1655,102.05,America/New_York
Huntingdon,TN,35.9783,-88.4285,8016,147.3806,54.39,America/Chicago
Huntingdon Valley,PA,40.1330,-75.0616,22367,13.4036,1668.73,America/New_York
Huntington,AR,35.1150,-94.2601,2881,50.5618,56.98,America/Chicago
Huntington,IN,40.8786,-85.4963,26478,193.6214,136.75,America/Indiana/Indianapolis
Huntington,MA,42.2878,-72.8699,2422,36.6721,66.04,America/New_York
Huntington,NY,40.8812,-73.4268,41938,25.1903,1664.85,America/New_York
Huntington,OR,44.4102,-117.3430,462,254.8273,1.81,America/Los_Angeles
Huntington,TX,31.2314,-94.5194,7501,185.6507,40.40,America/Chicago
Huntington,UT,39.4095,-111.0785,2393,153.9903,15.54,America/Denver
Huntington,VT,44.3006,-72.9538,1864,36.5327,51.02,America/New_York
Huntington,WV,38.3959,-82.4190,73819,89.0419,829.04,America/New_York
Huntington Beach,CA,33.6959,-118.0093,199907,33.2024,6020.86,America/Los_Angeles
Huntington Mills,PA,41.2038,-76.2730,173,2.4739,69.93,America/New_York
Huntington Park,CA,33.9770,-118.2173,75560,3.7427,20188.63,America/Los_Angeles
Huntington Station,NY,40.8144,-73.3610,68491,24.3841,2808.84,America/New_York
Huntington Woods,MI,42.4816,-83.1684,6340,1.5121,4192.84,America/Detroit
Huntingtown,MD,38.6075,-76.6072,15139,44.5518,339.81,America/New_York
Huntland,TN,35.0368,-86.2403,2522,62.8225,40.14,America/Chicago
Huntley,IL,42.1757,-88.4424,28121,42.6624,659.15,America/Chicago
Huntley,MN,43.7323,-94.2336,127,1.8297,69.41,America/Chicago
Huntley,MT,45.8063,-108.2128,1706,193.7324,8.81,America/Denver
Huntly,VA,38.8088,-78.1288,566,25.1188,22.53,America/New_York
Huntsburg,OH,41.5427,-81.0694,2473,17.1732,144.00,America/New_York
Huntsville,AL,34.6829,-86.6296,196225,260.8953,752.12,America/Chicago
Huntsville,AR,36.1025,-93.6870,9674,373.5151,25.90,America/Chicago
Huntsville,IL,40.1689,-90.8311,14,3.6036,3.89,America/Chicago
Huntsville,MO,39.4759,-92.5694,3278,119.4002,27.45,America/Chicago
Huntsville,OH,40.4464,-83.8106,2963,29.8700,99.20,America/New_York
Huntsville,TN,36.3046,-84.4198,3151,110.6007,28.49,America/New_York
Huntsville,TX,30.7239,-95.5454,66628,562.8806,118.37,America/Chicago
Huntsville,UT,41.3044,-111.6187,2083,196.1587,10.62,America/Denver
Hurdland,MO,40.1375,-92.2997,392,58.2123,6.73,America/Chicago
Hurdle Mills,NC,36.2633,-79.0864,3718,68.6855,54.13,America/New_York
Hurdsfield,ND,47.4516,-99.9531,171,132.0469,1.29,America/Chicago
Hurlburt Field,FL,30.4279,-86.6993,2003,10.4650,191.40,America/Chicago
Hurley,NM,32.6209,-108.1115,1573,61.9733,25.38,America/Denver
Hurley,NY,41.9339,-74.0854,3378,15.9055,212.38,America/New_York
Hurley,SD,43.2730,-97.1412,632,71.7695,8.81,America/Chicago
Hurley,VA,37.4299,-82.0188,2594,71.5392,36.26,America/New_York
Hurley,WI,46.3489,-90.2285,2284,120.8023,18.91,America/Chicago
Hurleyville,NY,41.7674,-74.6647,1992,16.2261,122.77,America/New_York
Hurlock,MD,38.6478,-75.8700,6015,47.8846,125.61,America/New_York
Huron,CA,36.1913,-120.0901,7260,83.1781,87.28,America/Los_Angeles
Huron,IN,38.7147,-86.6770,148,1.0315,143.48,America/Indiana/Indianapolis
Huron,OH,41.3735,-82.5610,12264,34.6137,354.31,America/New_York
Huron,SD,44.4023,-98.2005,15604,331.0294,47.14,America/Chicago
Huron,TN,35.5936,-88.5126,1971,47.2675,41.70,America/Chicago
Hurricane,UT,37.0980,-113.2331,17541,233.5385,75.11,America/Denver
Hurricane,WV,38.3983,-81.9847,22889,95.9554,238.54,America/New_York
